Input,Unit Number,Unit Type,Lesse,Status,City,Depot,Manuf. Year/Month,Manufacturer
segu9576721,SEGU9576721,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),"COSCO Shipping Lines Co., Ltd.",On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong (QSCL) - 9754,2017/11,Qidong Singamas Energy Equipment Co Ltd - QIDONG S
crtu4702330,CRTU4702330,RT4Y - Rolltrailer 40' 60 - 80 Ton,Sold,Not Found,Not Found,Not Found,Not Found,Cronos Migration - ROKO
segu9343479,SEGU9343479,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),"TOTE Maritime Alaska, LLC",On Hire,NAW-US-QQW - Calif Pier,US West Coast Pier Depot - 9016,2016/04,Qidong Singamas Energy Equipment Co Ltd - QIDONG S
SEKU9396046,SEKU9396046,RW2C-PL5 - 20'HCRF Carr 69NT40-571 Primeline ML5,NEPTUNE PACIFIC DIRECT LINE PTE. LT,On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong (DFIC) - 9838,2024/01,Dong Fang International Container - QIDONG (DFIC)
segu9498505,SEGU9498505,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),Seaboard Marine Ltd,On Hire,CEN-CR-LIO - Puerto Limon,Universal Serviciosa Contendores SA - 1400,2017/07,China International Marine - CIMC TAICANG
segu7687897,SEGU7687897,FW4 - 40' Flush Folding Hicube Flatrack,Maersk A/S,On Hire,SCH-CN-ZZX - Xinhui Manuf,Guangdong Xinhui CIMC Special - 9843,2023/05,China International Marine - CDC
crxu8637328,CRXU8637328,T11A24 - Tk Un T11 24 Cbm 6 Bar,Sold,Not Found,Not Found,Not Found,GB/C 60954 LR/2007,Cronos Migration - NSSC
segu8037129,SEGU8037129,T14A21 - Tk Un T14  >21Cbm 6 Bar,Indo Baijin Chemicals Private Limit,On Hire,SEA-SG-SIN - Singapore,Container Connections Pte Ltd - 1901,2013/12,Nantong Tank Container Co Ltd - NTTANK (NTT)
segu9992170,SEGU9992170,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),MSC Mediterranean Shipping Company,On Hire,MCH-CN-ZYS - Shanghai Manuf,Taicang CIMC Reefer Logistics Equipment - 9752,2021/01,China International Marine - CIMC TAICANG
seku9318228,SEKU9318228,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,Yang Ming Marine Transport Corp.,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2022/04,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
cxtu1023786,CXTU1023786,T11A24 - Tk Un T11 24 Cbm 6 Bar,Newport Europe B.V.,On Hire,Not Found,-,2012/06,Cronos Migration - NCTE
segu9654212,SEGU9654212,R2C-PL - 20'RF Carr 69NT40-561 PrimeLINE (MGSS),"Namsung Shipping Co., Ltd.",On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong (QSCL) - 9754,2018/11,Qidong Singamas Energy Equipment Co Ltd - QIDONG S
SEGU8114668,SEGU8114668,T11A26 - Tk Un T11 26Cbm 6 Bar,Stolt Tank Containers Leasing Ltd,On Hire,MCH-CN-ZYN - Nantong Manuf,"Nantong Tank Container Co., Ltd - 9736",2019/04,Nantong Tank Container Co Ltd - NTTANK (NTT)
cxru1459807,CXRU1459807,RW4CJ - 40'HCRF Carr 69NT40-541 ThinLINE (MGSS),MSC Mediterranean Shipping Company,On Hire,Not Found,-,2014/01,Cronos Migration - CMQR
CXSU1165489,CXSU1165489,FB2 - 20' Flush Folding Flatrack,Grindrod Logistics Africa (Pty) Ltd,On Hire,SEA-SG-SIN - Singapore,Eng Kong Container Agencies Pte Ltd - 1547,2013/08,Cronos Migration - CIMX
cxru1135990,CXRU1135990,RW4D-LXF - 40'HCRF Daikin Zestia LX10F (MGSS),Ocean Network Express Pte. Ltd.,On Hire,Not Found,-,2012/05,Cronos Migration - CMQR
cxru1304467,CXRU1304467,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),Ocean Network Express Pte. Ltd.,On Hire,Not Found,-,2013/07,Cronos Migration - CMQR
segu9830306,SEGU9830306,"RW4D-LXE - 40' RF 9'6"" Daikin LXE10E",Interasia Lines Singapore Pte Ltd,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2020/05,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
cxru1218841,CXRU1218841,"RW4D-LXE - 40' RF 9'6"" Daikin LXE10E",COSCO (Cayman) Mercury Co. Ltd,Off Hire,NCH-CN-TAO - Qingdao,Qingdao Ocean & Great Asia Logistic - 1405,2012/12,Cronos Migration - CMQR
seku9163050,SEKU9163050,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,WAN HAI LINES (SINGAPORE) PTE LTD,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2021/09,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
crxu7400938,CRXU7400938,OT4 - 40' Open Top,Sold,Not Found,Not Found,Not Found,I-TO/39725/85,Cronos Migration - SICM
segu7322570,SEGU7322570,OT2 - 20' Open Top,Sold,Not Found,Not Found,Not Found,USA/793-AB/12-02,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu9197970,SEGU9197970,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),MSC Mediterranean Shipping Company,On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong Pacific Logistics Equipment Co L - 9756,2015/01,Qidong Pacific Logistics Equipment - QIDONG (QPLC)
segu9343490,SEGU9343490,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),"TOTE Maritime Alaska, LLC",On Hire,NAW-US-QQW - Calif Pier,US West Coast Pier Depot - 9016,2016/04,Qidong Singamas Energy Equipment Co Ltd - QIDONG S
segu8037140,SEGU8037140,T14A21 - Tk Un T14  >21Cbm 6 Bar,Indo Baijin Chemicals Private Limit,Off Hire,SEA-SG-SIN - Singapore,Container Connections Pte Ltd - 1901,2013/12,Nantong Tank Container Co Ltd - NTTANK (NTT)
crxu8637349,CRXU8637349,T11A24 - Tk Un T11 24 Cbm 6 Bar,"Daelim Co., Ltd.",Off Hire,MCH-CN-SHA - Shanghai,Shanghai G honor Tank Container Service - 1887,2007/03,Cronos Migration - NSSC
segu9654233,SEGU9654233,R2C-PL - 20'RF Carr 69NT40-561 PrimeLINE (MGSS),"Namsung Shipping Co., Ltd.",On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong (QSCL) - 9754,2018/11,Qidong Singamas Energy Equipment Co Ltd - QIDONG S
segu9830327,SEGU9830327,"RW4D-LXE - 40' RF 9'6"" Daikin LXE10E",Interasia Lines Singapore Pte Ltd,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2020/05,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
segu9042449,SEGU9042449,RW4CJ - 40'HCRF Carr 69NT40-541 ThinLINE (MGSS),MSC Mediterranean Shipping Company,On Hire,NCH-CN-ZXQ - Qingdao Manuf,Qingdao CIMC Reefer Container - 9503,2012/12,China International Marine - CIMC QINGDAO (QCRC)
segu7606365,SEGU7606365,FB2 - 20' Flush Folding Flatrack,Tropical Shipping and Construction,On Hire,NAE-US-MIA - Miami,Maritime Container Services Inc - 1327,2012/09,China International Marine - CIMC XINHUI (XCCC)
segu7687921,SEGU7687921,FW4 - 40' Flush Folding Hicube Flatrack,Maersk A/S,On Hire,SCH-CN-ZZX - Xinhui Manuf,Guangdong Xinhui CIMC Special - 9843,2023/05,China International Marine - CDC
SEGU8114689,SEGU8114689,T11A26 - Tk Un T11 26Cbm 6 Bar,Stolt Tank Containers Leasing Ltd,On Hire,MCH-CN-ZYN - Nantong Manuf,"Nantong Tank Container Co., Ltd - 9736",2019/04,Nantong Tank Container Co Ltd - NTTANK (NTT)
cxru1304488,CXRU1304488,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),Ocean Network Express Pte. Ltd.,Off Hire,NWE-NL-RTM - Rotterdam,Kramer Distripark Depot (KDD) - 1929,2013/07,Cronos Migration - CMQR
segu9576742,SEGU9576742,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),"COSCO Shipping Lines Co., Ltd.",On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong (QSCL) - 9754,2017/11,Qidong Singamas Energy Equipment Co Ltd - QIDONG S
cxru1136018,CXRU1136018,RW4D-LXF - 40'HCRF Daikin Zestia LX10F (MGSS),Sold,Not Found,Not Found,Not Found,USA/654-AB/12-02,Cronos Migration - CMQR
segu9731664,SEGU9731664,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),BOXA Shipping Limited,On Hire,MCH-CN-SHA - Shanghai,Greating Fortune Shanghai Container - 1713,2019/05,Qingdao Pacific Container Co Ltd - SINGAMAS (QPCL)
seku9163070,SEKU9163070,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,Network Shipping Ltd,On Hire,SAM-CL-QQQ - Chile Pier,Chile Pier Depot - 9019,2021/09,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
cxru1218862,CXRU1218862,"RW4D-LXE - 40' RF 9'6"" Daikin LXE10E",Sold,Not Found,Not Found,Not Found,GB/C9389BV/2012,Cronos Migration - CMQR
segu9343519,SEGU9343519,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),"TOTE Maritime Alaska, LLC",On Hire,NAW-US-QQW - Calif Pier,US West Coast Pier Depot - 9016,2016/04,Qidong Singamas Energy Equipment Co Ltd - QIDONG S
segu7322590,SEGU7322590,OT2 - 20' Open Top,Sold,Not Found,Not Found,Not Found,USA/793-AB/12-02,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
seku9318254,SEKU9318254,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,Yang Ming Marine Transport Corp.,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2022/04,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
segu9197991,SEGU9197991,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),MSC Mediterranean Shipping Company,On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong Pacific Logistics Equipment Co L - 9756,2015/01,Qidong Pacific Logistics Equipment - QIDONG (QPLC)
cxru1459833,CXRU1459833,RW4CJ - 40'HCRF Carr 69NT40-541 ThinLINE (MGSS),MSC Mediterranean Shipping Company,On Hire,Not Found,-,2014/01,Cronos Migration - CMQR
segu9498526,SEGU9498526,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),Seaboard Marine Ltd,On Hire,CEN-CR-LIO - Puerto Limon,Universal Serviciosa Contendores SA - 1400,2017/07,China International Marine - CIMC TAICANG
segu9992190,SEGU9992190,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),MSC Mediterranean Shipping Company,On Hire,MCH-CN-ZYS - Shanghai Manuf,Taicang CIMC Reefer Logistics Equipment - 9752,2021/01,China International Marine - CIMC TAICANG
cxtu1023805,CXTU1023805,T11A24 - Tk Un T11 24 Cbm 6 Bar,Newport Europe B.V.,On Hire,Not Found,-,2012/06,Cronos Migration - NCTE
segu8037160,SEGU8037160,T11A21 - Tk Un T11 >21Cbm 6 Bar,Jinan Shengquan Group Share-Holding,On Hire,NCH-CN-TAO - Qingdao,Qingdao Ocean & Great Asia Logistics - 1627,2013/12,Nantong Tank Container Co Ltd - NTTANK (NTT)
CXSU1165508,CXSU1165508,FB2 - 20' Flush Folding Flatrack,CMA CGM,On Hire,MCH-CN-SHA - Shanghai,Greating Fortune Shanghai Container - 1713,2013/08,Cronos Migration - CIMX
SEKU9396088,SEKU9396088,RW2C-PL5 - 20'HCRF Carr 69NT40-571 Primeline ML5,NEPTUNE PACIFIC DIRECT LINE PTE. LT,On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong (DFIC) - 9838,2024/01,Dong Fang International Container - QIDONG (DFIC)
crxu8637360,CRXU8637360,T11A24 - Tk Un T11 24 Cbm 6 Bar,"Daelim Co., Ltd.",On Hire,Not Found,-,2007/03,Cronos Migration - NSSC
crxu7400970,CRXU7400970,OT4 - 40' Open Top,Sold,Not Found,Not Found,Not Found,I-TO/39725/85,Cronos Migration - SICM
segu9830348,SEGU9830348,"RW4D-LXE - 40' RF 9'6"" Daikin LXE10E",Interasia Lines Singapore Pte Ltd,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2020/05,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
segu9654254,SEGU9654254,R2C-PL - 20'RF Carr 69NT40-561 PrimeLINE (MGSS),"Namsung Shipping Co., Ltd.",On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong (QSCL) - 9754,2018/11,Qidong Singamas Energy Equipment Co Ltd - QIDONG S
segu7606386,SEGU7606386,FB2 - 20' Flush Folding Flatrack,Tropical Shipping and Construction,On Hire,NAE-US-MIA - Miami,Maritime Container Services Inc - 1327,2012/09,China International Marine - CIMC XINHUI (XCCC)
segu9042460,SEGU9042460,RW4CJ - 40'HCRF Carr 69NT40-541 ThinLINE (MGSS),MSC Mediterranean Shipping Company,On Hire,NCH-CN-ZXQ - Qingdao Manuf,Qingdao CIMC Reefer Container - 9503,2012/12,China International Marine - CIMC QINGDAO (QCRC)
segu9576763,SEGU9576763,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),"COSCO Shipping Lines Co., Ltd.",On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong (QSCL) - 9754,2017/11,Qidong Singamas Energy Equipment Co Ltd - QIDONG S
cxru1459854,CXRU1459854,RW4CJ - 40'HCRF Carr 69NT40-541 ThinLINE (MGSS),MSC Mediterranean Shipping Company,On Hire,Not Found,-,2014/01,Cronos Migration - CMQR
cxru1218883,CXRU1218883,"RW4D-LXE - 40' RF 9'6"" Daikin LXE10E",COSCO (Cayman) Mercury Co. Ltd,Off Hire,NWE-BE-ANR - Antwerp,EUCORE b.v.b.a. - 1591,2012/12,Cronos Migration - CMQR
segu9198010,SEGU9198010,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),MSC Mediterranean Shipping Company,On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong Pacific Logistics Equipment Co L - 9756,2015/01,Qidong Pacific Logistics Equipment - QIDONG (QPLC)
segu9654275,SEGU9654275,R2C-PL - 20'RF Carr 69NT40-561 PrimeLINE (MGSS),"Namsung Shipping Co., Ltd.",On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong (QSCL) - 9754,2018/11,Qidong Singamas Energy Equipment Co Ltd - QIDONG S
seku9163105,SEKU9163105,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,Network Shipping Ltd,On Hire,SAM-CL-QQQ - Chile Pier,Chile Pier Depot - 9019,2021/09,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
segu9343545,SEGU9343545,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),"COSCO Shipping Lines Co., Ltd.",On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong (QSCL) - 9754,2016/04,Qidong Singamas Energy Equipment Co Ltd - QIDONG S
seku9318280,SEKU9318280,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,Yang Ming Marine Transport Corp.,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2022/04,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
crxu8637380,CRXU8637380,T11A24 - Tk Un T11 24 Cbm 6 Bar,Sold,Not Found,Not Found,Not Found,GB/C 60954 LR/2007,Cronos Migration - NSSC
cxtu1023826,CXTU1023826,T11A24 - Tk Un T11 24 Cbm 6 Bar,Sold,Not Found,Not Found,Not Found,GB/C 61865 LR/2010,Cronos Migration - NCTE
segu9992210,SEGU9992210,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),MSC Mediterranean Shipping Company,On Hire,MCH-CN-ZYS - Shanghai Manuf,Taicang CIMC Reefer Logistics Equipment - 9752,2021/01,China International Marine - CIMC TAICANG
SEKU9396107,SEKU9396107,RW2C-PL5 - 20'HCRF Carr 69NT40-571 Primeline ML5,NEPTUNE PACIFIC DIRECT LINE PTE. LT,On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong (DFIC) - 9838,2024/01,Dong Fang International Container - QIDONG (DFIC)
segu9042480,SEGU9042480,RW4CJ - 40'HCRF Carr 69NT40-541 ThinLINE (MGSS),MSC Mediterranean Shipping Company,On Hire,NCH-CN-ZXQ - Qingdao Manuf,Qingdao CIMC Reefer Container - 9503,2012/12,China International Marine - CIMC QINGDAO (QCRC)
segu9576784,SEGU9576784,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),"COSCO Shipping Lines Co., Ltd.",On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong (QSCL) - 9754,2017/11,Qidong Singamas Energy Equipment Co Ltd - QIDONG S
cxru1136044,CXRU1136044,RW4D-LXF - 40'HCRF Daikin Zestia LX10F (MGSS),Ocean Network Express Pte. Ltd.,On Hire,Not Found,-,2012/05,Cronos Migration - CMQR
segu9830369,SEGU9830369,"RW4D-LXE - 40' RF 9'6"" Daikin LXE10E",Interasia Lines Singapore Pte Ltd,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2020/05,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
segu7322625,SEGU7322625,OT2 - 20' Open Top,Sold,Not Found,Not Found,Not Found,USA/793-AB/12-02,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu9498547,SEGU9498547,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),Seaboard Marine Ltd,On Hire,CEN-CR-LIO - Puerto Limon,Universal Serviciosa Contendores SA - 1400,2017/07,China International Marine - CIMC TAICANG
CXSU1165529,CXSU1165529,FB2 - 20' Flush Folding Flatrack,Mutualista Acoreana De Transportes,On Hire,NWE-BE-ANR - Antwerp,DR Depots BV - 2522,2013/08,Cronos Migration - CIMX
crxu7401003,CRXU7401003,OT4 - 40' Open Top,Sold,Not Found,Not Found,Not Found,I-TO/39725/85,Cronos Migration - SICM
cxru1459875,CXRU1459875,RW4CJ - 40'HCRF Carr 69NT40-541 ThinLINE (MGSS),MSC Mediterranean Shipping Company,On Hire,Not Found,-,2014/01,Cronos Migration - CMQR
cxru1218902,CXRU1218902,"RW4D-LXE - 40' RF 9'6"" Daikin LXE10E",COSCO (Cayman) Mercury Co. Ltd,Off Hire,NAW-US-LAX - Los Angeles,Conglobal Industries Inc. - 1251,2012/12,Cronos Migration - CMQR
segu9731690,SEGU9731690,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),BOXA Shipping Limited,On Hire,NCH-CN-TAO - Qingdao,Qingdao Singamas International - 2780,2019/05,Qingdao Pacific Container Co Ltd - SINGAMAS (QPCL)
segu7606426,SEGU7606426,FB2 - 20' Flush Folding Flatrack,SEACOR Island Lines LLC,On Hire,NAE-US-MIA - Miami,Solo Depot Container Facility Inc - 1328,2012/09,China International Marine - CIMC XINHUI (XCCC)
segu9198030,SEGU9198030,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),MSC Mediterranean Shipping Company,On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong Pacific Logistics Equipment Co L - 9756,2015/01,Qidong Pacific Logistics Equipment - QIDONG (QPLC)
segu9654296,SEGU9654296,R2C-PL - 20'RF Carr 69NT40-561 PrimeLINE (MGSS),"Namsung Shipping Co., Ltd.",On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong (QSCL) - 9754,2018/11,Qidong Singamas Energy Equipment Co Ltd - QIDONG S
segu9343566,SEGU9343566,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),"TOTE Maritime Alaska, LLC",On Hire,NAW-US-QQW - Calif Pier,US West Coast Pier Depot - 9016,2016/04,Qidong Singamas Energy Equipment Co Ltd - QIDONG S
cxtu1023847,CXTU1023847,T11A24 - Tk Un T11 24 Cbm 6 Bar,Newport Europe B.V.,On Hire,Not Found,-,2012/06,Cronos Migration - NCTE
seku9318300,SEKU9318300,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,Yang Ming Marine Transport Corp.,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2022/03,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
segu9992230,SEGU9992230,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),MSC Mediterranean Shipping Company,On Hire,MCH-CN-ZYS - Shanghai Manuf,Taicang CIMC Reefer Logistics Equipment - 9752,2021/01,China International Marine - CIMC TAICANG
segu7606447,SEGU7606447,FB2 - 20' Flush Folding Flatrack,Tropical Shipping and Construction,On Hire,NAE-US-MIA - Miami,Maritime Container Services Inc - 1327,2012/09,China International Marine - CIMC XINHUI (XCCC)
segu9042500,SEGU9042500,RW4CJ - 40'HCRF Carr 69NT40-541 ThinLINE (MGSS),MSC Mediterranean Shipping Company,On Hire,NCH-CN-ZXQ - Qingdao Manuf,Qingdao CIMC Reefer Container - 9503,2012/12,China International Marine - CIMC QINGDAO (QCRC)
segu9576803,SEGU9576803,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),"COSCO Shipping Lines Co., Ltd.",On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong (QSCL) - 9754,2017/11,Qidong Singamas Energy Equipment Co Ltd - QIDONG S
crxu8637400,CRXU8637400,T11A24 - Tk Un T11 24 Cbm 6 Bar,"Daelim Co., Ltd.",Off Hire,MCH-CN-SHA - Shanghai,Shanghai Everlast Tank Containers Svs - 1763,2007/03,Cronos Migration - NSSC
SEKU9396128,SEKU9396128,RW2C-PL5 - 20'HCRF Carr 69NT40-571 Primeline ML5,NEPTUNE PACIFIC DIRECT LINE PTE. LT,On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong (DFIC) - 9838,2024/01,Dong Fang International Container - QIDONG (DFIC)
segu7322646,SEGU7322646,OT2 - 20' Open Top,Sold,Not Found,Not Found,Not Found,USA/793-AB/12-02,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
cxru1218923,CXRU1218923,"RW4D-LXE - 40' RF 9'6"" Daikin LXE10E",Sold,Not Found,Not Found,Not Found,GB/C9389BV/2012,Cronos Migration - CMQR
cxru1136065,CXRU1136065,RW4D-LXF - 40'HCRF Daikin Zestia LX10F (MGSS),Ocean Network Express Pte. Ltd.,On Hire,Not Found,-,2012/05,Cronos Migration - CMQR
cxru1459896,CXRU1459896,RW4CJ - 40'HCRF Carr 69NT40-541 ThinLINE (MGSS),MSC Mediterranean Shipping Company,On Hire,Not Found,-,2014/01,Cronos Migration - CMQR
segu9498568,SEGU9498568,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),Seaboard Marine Ltd,On Hire,CEN-CR-LIO - Puerto Limon,Universal Serviciosa Contendores SA - 1400,2017/07,China International Marine - CIMC TAICANG
segu9654315,SEGU9654315,R2C-PL - 20'RF Carr 69NT40-561 PrimeLINE (MGSS),"Namsung Shipping Co., Ltd.",On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong (QSCL) - 9754,2018/11,Qidong Singamas Energy Equipment Co Ltd - QIDONG S
CXSU1165540,CXSU1165540,FB2 - 20' Flush Folding Flatrack,SEACOR Island Lines LLC,On Hire,NAE-US-MIA - Miami,Solo Depot Container Facility Inc - 1328,2013/08,Cronos Migration - CIMX
segu9830380,SEGU9830380,"RW4D-LXE - 40' RF 9'6"" Daikin LXE10E",Interasia Lines Singapore Pte Ltd,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2020/05,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
segu9731710,SEGU9731710,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),BOXA Shipping Limited,On Hire,MCH-CN-SHA - Shanghai,Greating Fortune Shanghai Container - 1713,2019/05,Qingdao Pacific Container Co Ltd - SINGAMAS (QPCL)
segu9343587,SEGU9343587,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),"TOTE Maritime Alaska, LLC",On Hire,NAW-US-QQW - Calif Pier,US West Coast Pier Depot - 9016,2016/04,Qidong Singamas Energy Equipment Co Ltd - QIDONG S
cxtu1023868,CXTU1023868,T11A24 - Tk Un T11 24 Cbm 6 Bar,Newport Europe B.V.,On Hire,Not Found,-,2012/06,Cronos Migration - NCTE
cxsu1014651,CXSU1014651,OT4 - 40' Open Top,CMA CGM,On Hire,NWE-BE-ANR - Antwerp,Teveco NV - 1918,2011/05,Cronos Migration - NSSC
cxru1475198,CXRU1475198,RW4CJ - 40'HCRF Carr 69NT40-541 ThinLINE (MGSS),MSC Mediterranean Shipping Company,On Hire,Not Found,-,2013/12,Cronos Migration - CIMC
segu9266602,SEGU9266602,R2CJ - 20'RF Carr 69NT40-541 ThinLINE (MGSS),CMA CGM,On Hire,NWE-NL-RTM - Rotterdam,Mainport Container Services B.V. - 1421,2015/06,Qidong Pacific Logistics Equipment - QIDONG (QPLC)
CXSU1165386,CXSU1165386,FB2 - 20' Flush Folding Flatrack,"COSCO Shipping Lines Co., Ltd.",On Hire,MCH-CN-SHA - Shanghai,Greating Fortune Shanghai Container - 1713,2013/08,Cronos Migration - CIMX
cxru1151080,CXRU1151080,RW4D-LXF - 40'HCRF Daikin Zestia LX10F (MGSS),Ocean Network Express Pte. Ltd.,On Hire,Not Found,-,2012/06,Cronos Migration - CMQR
SEGU7703067,SEGU7703067,FW4 - 40' Flush Folding Hicube Flatrack,Containers No.1 Inc.,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2024/03,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
segu9319446,SEGU9319446,"RW4D-LXE - 40' RF 9'6"" Daikin LXE10E",CMA CGM,On Hire,MCH-CN-SHA - Shanghai,Greating Fortune Shanghai Container - 1713,2016/01,China International Marine - CQR
segu9151218,SEGU9151218,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),Ocean Network Express Pte. Ltd.,On Hire,NWE-NL-RTM - Rotterdam,Mainport Container Services B.V. - 1421,2014/06,Maersk Container Industry AS - MAERSK QINGDAO(MCIQ
crtu7614989,CRTU7614989,FB4 - 40' Flush Folding Flatrack,Maxicon Container Line Pte Ltd,On Hire,SEA-MY-PKG - Port Klang,New EngKong Container Logistic Ser. - 1241,2008/08,Cronos Migration - CIMX
cxru1217932,CXRU1217932,"RW4D-LXE - 40' RF 9'6"" Daikin LXE10E",Sold,Not Found,Not Found,Not Found,GB/C9389BV/2012,Cronos Migration - CMQR
segu9026685,SEGU9026685,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),Co Maritime Marfret,On Hire,CEN-PA-QQQ - Panama Pier,Caribbean Pier - 9032,2012/05,China International Marine - SCRC SHANGHAI
segu7638830,SEGU7638830,FB4 - 40' Flush Folding Flatrack,CMA CGM,On Hire,MCH-CN-ZYS - Shanghai Manuf,Shanghai Baoshan Pacific Cont. Co. Ltd - 9513,2018/01,Shanghai Baoshan Pacific Container - SINGAMAS (SBP
cxru1412939,CXRU1412939,RW4CJ - 40'HCRF Carr 69NT40-541 ThinLINE (MGSS),MSC Mediterranean Shipping Company,On Hire,Not Found,-,2013/10,Cronos Migration - CIMC
