Product Name,Product Link,Product Price,Product Category,Image & Anchor Links,Full Description,Left Eye Power,Right Eye Power,Sale Price,Product Subcategory
Al Maha Lashes D5,https://adasat.online/kw-en/product-details/accessories/lashes/al-maha-lashes/al-maha-lashes-d5,7.0,Lashes,"https://cdn.adasat.online/product/additional/product31561403025.jpg, https://cdn.adasat.online/product/product11561403024.jpg, https://cdn.adasat.online/product/additional/product21561403025.jpg, https://cdn.adasat.online/product/additional/product31561403025.jpg, https://cdn.adasat.online/product/product11561403024.jpg","GENERAL DESCRIPTION
GENERAL INFO:
DESCRIPTION:
100% Handmade natural mink lashes.
Made from 100% sterilized mink fur and a durable cotton band
It can be reused more than 25 times.
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only",,,,Al Maha Lashes
Al Maha Lashes D14,https://adasat.online/kw-en/product-details/accessories/lashes/al-maha-lashes/al-maha-lashes-d14,7.0,Lashes,https://cdn.adasat.online/product/product11562081088.jpg,"GENERAL DESCRIPTION
GENERAL INFO:
DESCRIPTION:
100% Handmade natural mink lashes.
Made from 100% sterilized mink fur and a durable cotton band
It can be reused more than 25 times.
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only",,,,Al Maha Lashes
Al Shmokh,https://adasat.online/kw-en/product-details/accessories/lashes/al-maha-lashes/al-shmokh-,10.0,Lashes,"https://cdn.adasat.online/product/additional/product21689234660.jpg, https://cdn.adasat.online/product/product11689234660.jpg, https://cdn.adasat.online/product/additional/product21689234660.jpg, https://cdn.adasat.online/product/product11689234660.jpg","GENERAL DESCRIPTION
GENERAL INFO:
DESCRIPTION:
100% Handmade natural mink lashes.
Made from 100% sterilized mink fur and a durable cotton band
It can be reused more than 25 times.
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only",,,,Al Maha Lashes
Al Maha Lashes A03,https://adasat.online/kw-en/product-details/accessories/lashes/al-maha-lashes/al-maha-lashes-a03,5.0,Lashes,https://cdn.adasat.online/product/product11562084017.jpg,"GENERAL DESCRIPTION
GENERAL INFO:
DESCRIPTION:
100% Handmade natural mink lashes.
Made from 100% sterilized mink fur and a durable cotton band
It can be reused more than 25 times.
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only",,,,Al Maha Lashes
PureVision 2 ( Monthly ),https://adasat.online/kw-en/product-details/prescription/bausch%20lomb/purevision-2/purevision-2-monthly-,16.0,,,,,,,
Softlens59 ( Monthly 6 Pieces),https://adasat.online/kw-en/product-details/prescription/bausch%20lomb/soft-lens/soft-lens---monthly-6-pieces,13.0,,,,,,,
Russet,https://adasat.online/kw-en/product-details/colored-lenses/anesthesia/anesthesia-daily/russet,3.5,Anesthesia,"https://cdn.adasat.online/product/additional/product21707908305.jpg, https://cdn.adasat.online/product/product11707908305.jpg, https://cdn.adasat.online/product/additional/product21707908305.jpg, https://cdn.adasat.online/product/product11707908305.jpg","GENERAL DESCRIPTION
GENERAL INFO:
  · PACKAGING 
1 box contains 2 lenses
· REPLACEMENT
Daily disposable
· LENS MATERIAL
38%H2O, Polymacon 
· LENS SEGMENT
Colored lens
· DIAMETER
14.2
· BASE CURVE
8.6
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only",0.00,0.00,,Anesthesia Daily
Olivia,https://adasat.online/kw-en/product-details/colored-lenses/anesthesia/anesthesia-daily/olivia,3.5,Anesthesia,"https://cdn.adasat.online/product/additional/product21707908276.jpg, https://cdn.adasat.online/product/product11707908276.jpg, https://cdn.adasat.online/product/additional/product21707908276.jpg, https://cdn.adasat.online/product/product11707908276.jpg","GENERAL DESCRIPTION
GENERAL INFO:
  · PACKAGING 
1 box contains 2 lenses
· REPLACEMENT
Daily disposable
· LENS MATERIAL
38%H2O, Polymacon 
· LENS SEGMENT
Colored lens
· DIAMETER
14.2
· BASE CURVE
8.6
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only",0.00,0.00,,Anesthesia Daily
Mistic,https://adasat.online/kw-en/product-details/colored-lenses/anesthesia/anesthesia-daily/mistic,3.5,Anesthesia,"https://cdn.adasat.online/product/additional/product21707908221.jpg, https://cdn.adasat.online/product/product11707908221.jpg, https://cdn.adasat.online/product/additional/product21707908221.jpg, https://cdn.adasat.online/product/product11707908221.jpg","GENERAL DESCRIPTION
GENERAL INFO:
  · PACKAGING 
1 box contains 2 lenses
· REPLACEMENT
Daily disposable
· LENS MATERIAL
38%H2O, Polymacon 
· LENS SEGMENT
Colored lens
· DIAMETER
14.2
· BASE CURVE
8.6
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only",0.00,0.00,,Anesthesia Daily
Honey,https://adasat.online/kw-en/product-details/colored-lenses/anesthesia/anesthesia-daily/honey-5,3.5,Anesthesia,"https://cdn.adasat.online/product/additional/product21707908193.jpg, https://cdn.adasat.online/product/product11707908193.jpg, https://cdn.adasat.online/product/additional/product21707908193.jpg, https://cdn.adasat.online/product/product11707908193.jpg","GENERAL DESCRIPTION
GENERAL INFO:
  · PACKAGING 
1 box contains 2 lenses
· REPLACEMENT
Daily disposable
· LENS MATERIAL
38%H2O, Polymacon 
· LENS SEGMENT
Colored lens
· DIAMETER
14.2
· BASE CURVE
8.6
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only",0.00,0.00,,Anesthesia Daily
Grayish,https://adasat.online/kw-en/product-details/colored-lenses/anesthesia/anesthesia-daily/grayish,3.5,Anesthesia,"https://cdn.adasat.online/product/additional/product21707908152.jpg, https://cdn.adasat.online/product/product11707908152.jpg, https://cdn.adasat.online/product/additional/product21707908152.jpg, https://cdn.adasat.online/product/product11707908152.jpg","GENERAL DESCRIPTION
GENERAL INFO:
  · PACKAGING 
1 box contains 2 lenses
· REPLACEMENT
Daily disposable
· LENS MATERIAL
38%H2O, Polymacon 
· LENS SEGMENT
Colored lens
· DIAMETER
14.2
· BASE CURVE
8.6
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only",0.00,0.00,,Anesthesia Daily
Coffee,https://adasat.online/kw-en/product-details/colored-lenses/anesthesia/anesthesia-daily/coffee-2,3.5,Anesthesia,"https://cdn.adasat.online/product/additional/product21707908122.jpg, https://cdn.adasat.online/product/product11707908122.jpg, https://cdn.adasat.online/product/additional/product21707908122.jpg, https://cdn.adasat.online/product/product11707908122.jpg","GENERAL DESCRIPTION
GENERAL INFO:
  · PACKAGING 
1 box contains 2 lenses
· REPLACEMENT
Daily disposable
· LENS MATERIAL
38%H2O, Polymacon 
· LENS SEGMENT
Colored lens
· DIAMETER
14.2
· BASE CURVE
8.6
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only",0.00,0.00,,Anesthesia Daily
Cluodio,https://adasat.online/kw-en/product-details/colored-lenses/anesthesia/anesthesia-daily/cluodio,3.5,Anesthesia,"https://cdn.adasat.online/product/additional/product21707908089.jpg, https://cdn.adasat.online/product/product11707908088.jpg, https://cdn.adasat.online/product/additional/product21707908089.jpg, https://cdn.adasat.online/product/product11707908088.jpg","GENERAL DESCRIPTION
GENERAL INFO:
  · PACKAGING 
1 box contains 2 lenses
· REPLACEMENT
Daily disposable
· LENS MATERIAL
38%H2O, Polymacon 
· LENS SEGMENT
Colored lens
· DIAMETER
14.2
· BASE CURVE
8.6
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only",0.00,0.00,,Anesthesia Daily
Caramello,https://adasat.online/kw-en/product-details/colored-lenses/anesthesia/anesthesia-daily/caramello,3.5,Anesthesia,"https://cdn.adasat.online/product/additional/product21707908049.jpg, https://cdn.adasat.online/product/product11707908048.jpg, https://cdn.adasat.online/product/additional/product21707908049.jpg, https://cdn.adasat.online/product/product11707908048.jpg","GENERAL DESCRIPTION
GENERAL INFO:
  · PACKAGING 
1 box contains 2 lenses
· REPLACEMENT
Daily disposable
· LENS MATERIAL
38%H2O, Polymacon 
· LENS SEGMENT
Colored lens
· DIAMETER
14.2
· BASE CURVE
8.6
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only",0.00,0.00,,Anesthesia Daily
Brownish,https://adasat.online/kw-en/product-details/colored-lenses/anesthesia/anesthesia-daily/brownish,3.5,Anesthesia,"https://cdn.adasat.online/product/additional/product21707908013.jpg, https://cdn.adasat.online/product/product11707908013.jpg, https://cdn.adasat.online/product/additional/product21707908013.jpg, https://cdn.adasat.online/product/product11707908013.jpg","GENERAL DESCRIPTION
GENERAL INFO:
  · PACKAGING 
1 box contains 2 lenses
· REPLACEMENT
Daily disposable
· LENS MATERIAL
38%H2O, Polymacon 
· LENS SEGMENT
Colored lens
· DIAMETER
14.2
· BASE CURVE
8.6
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only",0.00,0.00,,Anesthesia Daily
Blended Grey,https://adasat.online/kw-en/product-details/colored-lenses/anesthesia/anesthesia-daily/blended-grey,3.5,Anesthesia,"https://cdn.adasat.online/product/additional/product21707907983.jpg, https://cdn.adasat.online/product/product11707907983.jpg, https://cdn.adasat.online/product/additional/product21707907983.jpg, https://cdn.adasat.online/product/product11707907983.jpg","GENERAL DESCRIPTION
GENERAL INFO:
  · PACKAGING 
1 box contains 2 lenses
· REPLACEMENT
Daily disposable
· LENS MATERIAL
38%H2O, Polymacon 
· LENS SEGMENT
Colored lens
· DIAMETER
14.2
· BASE CURVE
8.6
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only",0.00,0.00,,Anesthesia Daily
Pure Gray,https://adasat.online/kw-en/product-details/colored-lenses/cinderella/privat-oxy-2-/pure-gray-5,10.0,Cinderella,"https://cdn.adasat.online/product/additional/product21709199530.jpg, https://cdn.adasat.online/product/product11709199530.jpg, https://cdn.adasat.online/product/additional/product21709199530.jpg, https://cdn.adasat.online/product/product11709199530.jpg","GENERAL DESCRIPTION
GENERAL INFO:
  · PACKAGING 
1 box contains 2 lenses
· REPLACEMENT
3 Months disposable
· LENS MATERIAL
40%H2O, 60% Polyhema 
· LENS SEGMENT
Colored lens
· DIAMETER
14.5
· BASE CURVE
8.6
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only",0.00,0.00,6.5,Privat Oxy 2
Lazord,https://adasat.online/kw-en/product-details/colored-lenses/cinderella/privat-oxy-2-/lazord-3,10.0,Cinderella,"https://cdn.adasat.online/product/additional/product21709199580.jpg, https://cdn.adasat.online/product/product11709199580.jpg, https://cdn.adasat.online/product/additional/product21709199580.jpg, https://cdn.adasat.online/product/product11709199580.jpg","GENERAL DESCRIPTION
GENERAL INFO:
  · PACKAGING 
1 box contains 2 lenses
· REPLACEMENT
3 Months disposable
· LENS MATERIAL
40%H2O, 60% Polyhema 
· LENS SEGMENT
Colored lens
· DIAMETER
14.5
· BASE CURVE
8.6
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only",0.00,0.00,6.5,Privat Oxy 2
Jade,https://adasat.online/kw-en/product-details/colored-lenses/cinderella/privat-oxy-2-/jade-,10.0,Cinderella,"https://cdn.adasat.online/product/additional/product21709199630.jpg, https://cdn.adasat.online/product/product11709199630.jpg, https://cdn.adasat.online/product/additional/product21709199630.jpg, https://cdn.adasat.online/product/product11709199630.jpg","GENERAL DESCRIPTION
GENERAL INFO:
PACKAGING                  1 box contains 2 lenses
REPLACEMENT            3 month  disposable
LENS MATERIAL          40% H2O,  60% polymacon
LENS SEGMENT          colored lens
DIAMETER                    14.5
BASE CURVE                8.6
    · PACKAGING 
1 box contains 2 lenses
· REPLACEMENT
3 Months disposable
· LENS MATERIAL
40%H2O, 60% Polyhema 
· LENS SEGMENT
Colored lens
· DIAMETER
14.5
· BASE CURVE
8.6
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only",0.00,0.00,6.5,Privat Oxy 2
Blink Eye Drop 10 ML,https://adasat.online/kw-en/product-details/accessories/eye-care/blink-eye-drop/blink-eye-drop-10-ml,3.75,Eye Care,https://cdn.adasat.online/product/product11668680282.jpg,"GENERAL DESCRIPTION
GENERAL INFO:
DESCRIPTION:
Instantly moisturizes dry lenses with hyaluronate and works with the eye's natural tears to help keep them feeling fresh and provide silky smooth comfort for contact lens users.
Instantly moisturizes dry lenses with hyaluronate
Creates a cushion for lenses prior to application
Provides silky smooth comfort for lens users 
HOW TO USE:
Place 1 or 2 drops in the affected eye as needed.
Blink several times to wash the eye.
Use the eye drops as often as necessary.
If you wear contact lenses, there is no need to remove them before using the eye drops.
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only",,,,Blink Eye Drop
Frequency Premier,https://adasat.online/kw-en/product-details/prescription/proclear-cooper-vision/frequency-monthly-/frequency-monthly,16.0,Proclear Cooper Vision,https://cdn.adasat.online/product/product11556793466.jpg,"GENERAL DESCRIPTION
GENERAL INFO:
· PACKAGING 
1 box contains 6 lenses
· REPLACEMENT
’Monthly disposable
· LENS MATERIAL
52%H2O, 48% Comfilcon A
· LENS SEGMENT
Prescription
· DIAMETER
14.0
· BASE CURVE
8.6
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only",-0.50,-0.50,,Frequency Monthly
